ParameterName, q0_min, q0_max, q3_min, q3_max
q0_q3_bin_2574, 2.10, 2.15, 3.70, 3.75
q0_q3_bin_2575, 2.10, 2.15, 3.75, 3.80
q0_q3_bin_2576, 2.10, 2.15, 3.80, 3.85
q0_q3_bin_2577, 2.10, 2.15, 3.85, 3.90
q0_q3_bin_2578, 2.10, 2.15, 3.90, 4.40
q0_q3_bin_2579, 2.10, 2.15, 4.40, 4.90
q0_q3_bin_2580, 2.10, 2.15, 4.90, 5.00
q0_q3_bin_2581, 2.15, 2.20, 2.15, 2.20
q0_q3_bin_2582, 2.15, 2.20, 2.20, 2.25
q0_q3_bin_2583, 2.15, 2.20, 2.25, 2.30
q0_q3_bin_2584, 2.15, 2.20, 2.30, 2.35
q0_q3_bin_2585, 2.15, 2.20, 2.35, 2.40
q0_q3_bin_2586, 2.15, 2.20, 2.40, 2.45
q0_q3_bin_2587, 2.15, 2.20, 2.45, 2.50
q0_q3_bin_2588, 2.15, 2.20, 2.50, 2.55
q0_q3_bin_2589, 2.15, 2.20, 2.55, 2.60
q0_q3_bin_2590, 2.15, 2.20, 2.60, 2.65
q0_q3_bin_2591, 2.15, 2.20, 2.65, 2.70
q0_q3_bin_2592, 2.15, 2.20, 2.70, 2.75
q0_q3_bin_2593, 2.15, 2.20, 2.75, 2.80
q0_q3_bin_2594, 2.15, 2.20, 2.80, 2.85
q0_q3_bin_2595, 2.15, 2.20, 2.85, 2.90
q0_q3_bin_2596, 2.15, 2.20, 2.90, 2.95
q0_q3_bin_2597, 2.15, 2.20, 2.95, 3.00
q0_q3_bin_2598, 2.15, 2.20, 3.00, 3.05
q0_q3_bin_2599, 2.15, 2.20, 3.05, 3.10
q0_q3_bin_2600, 2.15, 2.20, 3.10, 3.15
q0_q3_bin_2601, 2.15, 2.20, 3.15, 3.20
q0_q3_bin_2602, 2.15, 2.20, 3.20, 3.25
q0_q3_bin_2603, 2.15, 2.20, 3.25, 3.30
q0_q3_bin_2604, 2.15, 2.20, 3.30, 3.35
q0_q3_bin_2605, 2.15, 2.20, 3.35, 3.40
q0_q3_bin_2606, 2.15, 2.20, 3.40, 3.45
q0_q3_bin_2607, 2.15, 2.20, 3.45, 3.50
q0_q3_bin_2608, 2.15, 2.20, 3.50, 3.55
q0_q3_bin_2609, 2.15, 2.20, 3.55, 3.60
q0_q3_bin_2610, 2.15, 2.20, 3.60, 3.65
q0_q3_bin_2611, 2.15, 2.20, 3.65, 3.70
q0_q3_bin_2612, 2.15, 2.20, 3.70, 3.75
q0_q3_bin_2613, 2.15, 2.20, 3.75, 3.80
q0_q3_bin_2614, 2.15, 2.20, 3.80, 3.85
q0_q3_bin_2615, 2.15, 2.20, 3.85, 3.90
q0_q3_bin_2616, 2.15, 2.20, 3.90, 4.40
q0_q3_bin_2617, 2.15, 2.20, 4.40, 4.90
q0_q3_bin_2618, 2.15, 2.20, 4.90, 5.00
q0_q3_bin_2619, 2.20, 2.25, 2.20, 2.25
q0_q3_bin_2620, 2.20, 2.25, 2.25, 2.30
q0_q3_bin_2621, 2.20, 2.25, 2.30, 2.35
q0_q3_bin_2622, 2.20, 2.25, 2.35, 2.40
q0_q3_bin_2623, 2.20, 2.25, 2.40, 2.45
q0_q3_bin_2624, 2.20, 2.25, 2.45, 2.50
q0_q3_bin_2625, 2.20, 2.25, 2.50, 2.55
q0_q3_bin_2626, 2.20, 2.25, 2.55, 2.60
q0_q3_bin_2627, 2.20, 2.25, 2.60, 2.65
q0_q3_bin_2628, 2.20, 2.25, 2.65, 2.70
q0_q3_bin_2629, 2.20, 2.25, 2.70, 2.75
q0_q3_bin_2630, 2.20, 2.25, 2.75, 2.80
q0_q3_bin_2631, 2.20, 2.25, 2.80, 2.85
q0_q3_bin_2632, 2.20, 2.25, 2.85, 2.90
q0_q3_bin_2633, 2.20, 2.25, 2.90, 2.95
q0_q3_bin_2634, 2.20, 2.25, 2.95, 3.00
q0_q3_bin_2635, 2.20, 2.25, 3.00, 3.05
q0_q3_bin_2636, 2.20, 2.25, 3.05, 3.10
q0_q3_bin_2637, 2.20, 2.25, 3.10, 3.15
q0_q3_bin_2638, 2.20, 2.25, 3.15, 3.20
q0_q3_bin_2639, 2.20, 2.25, 3.20, 3.25
q0_q3_bin_2640, 2.20, 2.25, 3.25, 3.30
q0_q3_bin_2641, 2.20, 2.25, 3.30, 3.35
q0_q3_bin_2642, 2.20, 2.25, 3.35, 3.40
q0_q3_bin_2643, 2.20, 2.25, 3.40, 3.45
q0_q3_bin_2644, 2.20, 2.25, 3.45, 3.50
q0_q3_bin_2645, 2.20, 2.25, 3.50, 3.55
q0_q3_bin_2646, 2.20, 2.25, 3.55, 3.60
q0_q3_bin_2647, 2.20, 2.25, 3.60, 3.65
q0_q3_bin_2648, 2.20, 2.25, 3.65, 3.70
q0_q3_bin_2649, 2.20, 2.25, 3.70, 3.75
q0_q3_bin_2650, 2.20, 2.25, 3.75, 3.80
q0_q3_bin_2651, 2.20, 2.25, 3.80, 3.85
q0_q3_bin_2652, 2.20, 2.25, 3.85, 3.90
q0_q3_bin_2653, 2.20, 2.25, 3.90, 4.40
q0_q3_bin_2654, 2.20, 2.25, 4.40, 4.90
q0_q3_bin_2655, 2.20, 2.25, 4.90, 5.00
q0_q3_bin_2656, 2.25, 2.30, 2.25, 2.30
q0_q3_bin_2657, 2.25, 2.30, 2.30, 2.35
q0_q3_bin_2658, 2.25, 2.30, 2.35, 2.40
q0_q3_bin_2659, 2.25, 2.30, 2.40, 2.45
q0_q3_bin_2660, 2.25, 2.30, 2.45, 2.50
q0_q3_bin_2661, 2.25, 2.30, 2.50, 2.55
q0_q3_bin_2662, 2.25, 2.30, 2.55, 2.60
q0_q3_bin_2663, 2.25, 2.30, 2.60, 2.65
q0_q3_bin_2664, 2.25, 2.30, 2.65, 2.70
q0_q3_bin_2665, 2.25, 2.30, 2.70, 2.75
q0_q3_bin_2666, 2.25, 2.30, 2.75, 2.80
q0_q3_bin_2667, 2.25, 2.30, 2.80, 2.85
q0_q3_bin_2668, 2.25, 2.30, 2.85, 2.90
q0_q3_bin_2669, 2.25, 2.30, 2.90, 2.95
q0_q3_bin_2670, 2.25, 2.30, 2.95, 3.00
q0_q3_bin_2671, 2.25, 2.30, 3.00, 3.05
q0_q3_bin_2672, 2.25, 2.30, 3.05, 3.10
q0_q3_bin_2673, 2.25, 2.30, 3.10, 3.15
q0_q3_bin_2674, 2.25, 2.30, 3.15, 3.20
q0_q3_bin_2675, 2.25, 2.30, 3.20, 3.25
q0_q3_bin_2676, 2.25, 2.30, 3.25, 3.30
q0_q3_bin_2677, 2.25, 2.30, 3.30, 3.35
q0_q3_bin_2678, 2.25, 2.30, 3.35, 3.40
q0_q3_bin_2679, 2.25, 2.30, 3.40, 3.45
q0_q3_bin_2680, 2.25, 2.30, 3.45, 3.50
q0_q3_bin_2681, 2.25, 2.30, 3.50, 3.55
q0_q3_bin_2682, 2.25, 2.30, 3.55, 3.60
q0_q3_bin_2683, 2.25, 2.30, 3.60, 3.65
q0_q3_bin_2684, 2.25, 2.30, 3.65, 3.70
q0_q3_bin_2685, 2.25, 2.30, 3.70, 3.75
q0_q3_bin_2686, 2.25, 2.30, 3.75, 3.80
q0_q3_bin_2687, 2.25, 2.30, 3.80, 3.85
q0_q3_bin_2688, 2.25, 2.30, 3.85, 3.90
q0_q3_bin_2689, 2.25, 2.30, 3.90, 4.40
q0_q3_bin_2690, 2.25, 2.30, 4.40, 4.90
q0_q3_bin_2691, 2.25, 2.30, 4.90, 5.00
q0_q3_bin_2692, 2.30, 2.35, 2.30, 2.35
q0_q3_bin_2693, 2.30, 2.35, 2.35, 2.40
q0_q3_bin_2694, 2.30, 2.35, 2.40, 2.45
q0_q3_bin_2695, 2.30, 2.35, 2.45, 2.50
q0_q3_bin_2696, 2.30, 2.35, 2.50, 2.55
q0_q3_bin_2697, 2.30, 2.35, 2.55, 2.60
q0_q3_bin_2698, 2.30, 2.35, 2.60, 2.65
q0_q3_bin_2699, 2.30, 2.35, 2.65, 2.70
q0_q3_bin_2700, 2.30, 2.35, 2.70, 2.75
q0_q3_bin_2701, 2.30, 2.35, 2.75, 2.80
q0_q3_bin_2702, 2.30, 2.35, 2.80, 2.85
q0_q3_bin_2703, 2.30, 2.35, 2.85, 2.90
q0_q3_bin_2704, 2.30, 2.35, 2.90, 2.95
q0_q3_bin_2705, 2.30, 2.35, 2.95, 3.00
q0_q3_bin_2706, 2.30, 2.35, 3.00, 3.05
q0_q3_bin_2707, 2.30, 2.35, 3.05, 3.10
q0_q3_bin_2708, 2.30, 2.35, 3.10, 3.15
q0_q3_bin_2709, 2.30, 2.35, 3.15, 3.20
q0_q3_bin_2710, 2.30, 2.35, 3.20, 3.25
q0_q3_bin_2711, 2.30, 2.35, 3.25, 3.30
q0_q3_bin_2712, 2.30, 2.35, 3.30, 3.35
q0_q3_bin_2713, 2.30, 2.35, 3.35, 3.40
q0_q3_bin_2714, 2.30, 2.35, 3.40, 3.45
q0_q3_bin_2715, 2.30, 2.35, 3.45, 3.50
q0_q3_bin_2716, 2.30, 2.35, 3.50, 3.55
q0_q3_bin_2717, 2.30, 2.35, 3.55, 3.60
q0_q3_bin_2718, 2.30, 2.35, 3.60, 3.65
q0_q3_bin_2719, 2.30, 2.35, 3.65, 3.70
q0_q3_bin_2720, 2.30, 2.35, 3.70, 3.75
q0_q3_bin_2721, 2.30, 2.35, 3.75, 3.80
q0_q3_bin_2722, 2.30, 2.35, 3.80, 3.85
q0_q3_bin_2723, 2.30, 2.35, 3.85, 3.90
q0_q3_bin_2724, 2.30, 2.35, 3.90, 4.40
q0_q3_bin_2725, 2.30, 2.35, 4.40, 4.90
q0_q3_bin_2726, 2.30, 2.35, 4.90, 5.00
q0_q3_bin_2727, 2.35, 2.40, 2.35, 2.40
q0_q3_bin_2728, 2.35, 2.40, 2.40, 2.45
q0_q3_bin_2729, 2.35, 2.40, 2.45, 2.50
q0_q3_bin_2730, 2.35, 2.40, 2.50, 2.55
q0_q3_bin_2731, 2.35, 2.40, 2.55, 2.60
q0_q3_bin_2732, 2.35, 2.40, 2.60, 2.65
q0_q3_bin_2733, 2.35, 2.40, 2.65, 2.70
q0_q3_bin_2734, 2.35, 2.40, 2.70, 2.75
q0_q3_bin_2735, 2.35, 2.40, 2.75, 2.80
q0_q3_bin_2736, 2.35, 2.40, 2.80, 2.85
q0_q3_bin_2737, 2.35, 2.40, 2.85, 2.90
q0_q3_bin_2738, 2.35, 2.40, 2.90, 2.95
q0_q3_bin_2739, 2.35, 2.40, 2.95, 3.00
q0_q3_bin_2740, 2.35, 2.40, 3.00, 3.05
q0_q3_bin_2741, 2.35, 2.40, 3.05, 3.10
q0_q3_bin_2742, 2.35, 2.40, 3.10, 3.15
q0_q3_bin_2743, 2.35, 2.40, 3.15, 3.20
q0_q3_bin_2744, 2.35, 2.40, 3.20, 3.25
q0_q3_bin_2745, 2.35, 2.40, 3.25, 3.30
q0_q3_bin_2746, 2.35, 2.40, 3.30, 3.35
q0_q3_bin_2747, 2.35, 2.40, 3.35, 3.40
q0_q3_bin_2748, 2.35, 2.40, 3.40, 3.45
q0_q3_bin_2749, 2.35, 2.40, 3.45, 3.50
q0_q3_bin_2750, 2.35, 2.40, 3.50, 3.55
q0_q3_bin_2751, 2.35, 2.40, 3.55, 3.60
q0_q3_bin_2752, 2.35, 2.40, 3.60, 3.65
q0_q3_bin_2753, 2.35, 2.40, 3.65, 3.70
q0_q3_bin_2754, 2.35, 2.40, 3.70, 3.75
q0_q3_bin_2755, 2.35, 2.40, 3.75, 3.80
q0_q3_bin_2756, 2.35, 2.40, 3.80, 3.85
q0_q3_bin_2757, 2.35, 2.40, 3.85, 3.90
q0_q3_bin_2758, 2.35, 2.40, 3.90, 4.40
q0_q3_bin_2759, 2.35, 2.40, 4.40, 4.90
q0_q3_bin_2760, 2.35, 2.40, 4.90, 5.00
q0_q3_bin_2761, 2.40, 2.45, 2.40, 2.45
q0_q3_bin_2762, 2.40, 2.45, 2.45, 2.50
q0_q3_bin_2763, 2.40, 2.45, 2.50, 2.55
q0_q3_bin_2764, 2.40, 2.45, 2.55, 2.60
q0_q3_bin_2765, 2.40, 2.45, 2.60, 2.65
q0_q3_bin_2766, 2.40, 2.45, 2.65, 2.70
q0_q3_bin_2767, 2.40, 2.45, 2.70, 2.75
q0_q3_bin_2768, 2.40, 2.45, 2.75, 2.80
q0_q3_bin_2769, 2.40, 2.45, 2.80, 2.85
q0_q3_bin_2770, 2.40, 2.45, 2.85, 2.90
q0_q3_bin_2771, 2.40, 2.45, 2.90, 2.95
q0_q3_bin_2772, 2.40, 2.45, 2.95, 3.00
q0_q3_bin_2773, 2.40, 2.45, 3.00, 3.05
q0_q3_bin_2774, 2.40, 2.45, 3.05, 3.10
q0_q3_bin_2775, 2.40, 2.45, 3.10, 3.15
q0_q3_bin_2776, 2.40, 2.45, 3.15, 3.20
q0_q3_bin_2777, 2.40, 2.45, 3.20, 3.25
q0_q3_bin_2778, 2.40, 2.45, 3.25, 3.30
q0_q3_bin_2779, 2.40, 2.45, 3.30, 3.35
q0_q3_bin_2780, 2.40, 2.45, 3.35, 3.40
q0_q3_bin_2781, 2.40, 2.45, 3.40, 3.45
q0_q3_bin_2782, 2.40, 2.45, 3.45, 3.50
q0_q3_bin_2783, 2.40, 2.45, 3.50, 3.55
q0_q3_bin_2784, 2.40, 2.45, 3.55, 3.60
q0_q3_bin_2785, 2.40, 2.45, 3.60, 3.65
q0_q3_bin_2786, 2.40, 2.45, 3.65, 3.70
q0_q3_bin_2787, 2.40, 2.45, 3.70, 3.75
q0_q3_bin_2788, 2.40, 2.45, 3.75, 3.80
q0_q3_bin_2789, 2.40, 2.45, 3.80, 3.85
q0_q3_bin_2790, 2.40, 2.45, 3.85, 3.90
q0_q3_bin_2791, 2.40, 2.45, 3.90, 4.40
q0_q3_bin_2792, 2.40, 2.45, 4.40, 4.90
q0_q3_bin_2793, 2.40, 2.45, 4.90, 5.00
q0_q3_bin_2794, 2.45, 2.50, 2.45, 2.50
q0_q3_bin_2795, 2.45, 2.50, 2.50, 2.55
q0_q3_bin_2796, 2.45, 2.50, 2.55, 2.60
q0_q3_bin_2797, 2.45, 2.50, 2.60, 2.65
q0_q3_bin_2798, 2.45, 2.50, 2.65, 2.70
q0_q3_bin_2799, 2.45, 2.50, 2.70, 2.75
q0_q3_bin_2800, 2.45, 2.50, 2.75, 2.80
q0_q3_bin_2801, 2.45, 2.50, 2.80, 2.85
q0_q3_bin_2802, 2.45, 2.50, 2.85, 2.90
q0_q3_bin_2803, 2.45, 2.50, 2.90, 2.95
q0_q3_bin_2804, 2.45, 2.50, 2.95, 3.00
q0_q3_bin_2805, 2.45, 2.50, 3.00, 3.05
q0_q3_bin_2806, 2.45, 2.50, 3.05, 3.10
q0_q3_bin_2807, 2.45, 2.50, 3.10, 3.15
q0_q3_bin_2808, 2.45, 2.50, 3.15, 3.20
q0_q3_bin_2809, 2.45, 2.50, 3.20, 3.25
q0_q3_bin_2810, 2.45, 2.50, 3.25, 3.30
q0_q3_bin_2811, 2.45, 2.50, 3.30, 3.35
q0_q3_bin_2812, 2.45, 2.50, 3.35, 3.40
q0_q3_bin_2813, 2.45, 2.50, 3.40, 3.45
q0_q3_bin_2814, 2.45, 2.50, 3.45, 3.50
q0_q3_bin_2815, 2.45, 2.50, 3.50, 3.55
q0_q3_bin_2816, 2.45, 2.50, 3.55, 3.60
q0_q3_bin_2817, 2.45, 2.50, 3.60, 3.65
q0_q3_bin_2818, 2.45, 2.50, 3.65, 3.70
q0_q3_bin_2819, 2.45, 2.50, 3.70, 3.75
q0_q3_bin_2820, 2.45, 2.50, 3.75, 3.80
q0_q3_bin_2821, 2.45, 2.50, 3.80, 3.85
q0_q3_bin_2822, 2.45, 2.50, 3.85, 3.90
q0_q3_bin_2823, 2.45, 2.50, 3.90, 4.40
q0_q3_bin_2824, 2.45, 2.50, 4.40, 4.90
q0_q3_bin_2825, 2.45, 2.50, 4.90, 5.00
q0_q3_bin_2826, 2.50, 2.55, 2.50, 2.55
q0_q3_bin_2827, 2.50, 2.55, 2.55, 2.60
q0_q3_bin_2828, 2.50, 2.55, 2.60, 2.65
q0_q3_bin_2829, 2.50, 2.55, 2.65, 2.70
q0_q3_bin_2830, 2.50, 2.55, 2.70, 2.75
q0_q3_bin_2831, 2.50, 2.55, 2.75, 2.80
q0_q3_bin_2832, 2.50, 2.55, 2.80, 2.85
q0_q3_bin_2833, 2.50, 2.55, 2.85, 2.90
q0_q3_bin_2834, 2.50, 2.55, 2.90, 2.95
q0_q3_bin_2835, 2.50, 2.55, 2.95, 3.00
q0_q3_bin_2836, 2.50, 2.55, 3.00, 3.05
q0_q3_bin_2837, 2.50, 2.55, 3.05, 3.10
q0_q3_bin_2838, 2.50, 2.55, 3.10, 3.15
q0_q3_bin_2839, 2.50, 2.55, 3.15, 3.20
q0_q3_bin_2840, 2.50, 2.55, 3.20, 3.25
q0_q3_bin_2841, 2.50, 2.55, 3.25, 3.30
q0_q3_bin_2842, 2.50, 2.55, 3.30, 3.35
q0_q3_bin_2843, 2.50, 2.55, 3.35, 3.40
q0_q3_bin_2844, 2.50, 2.55, 3.40, 3.45
q0_q3_bin_2845, 2.50, 2.55, 3.45, 3.50
q0_q3_bin_2846, 2.50, 2.55, 3.50, 3.55
q0_q3_bin_2847, 2.50, 2.55, 3.55, 3.60
q0_q3_bin_2848, 2.50, 2.55, 3.60, 3.65
q0_q3_bin_2849, 2.50, 2.55, 3.65, 3.70
q0_q3_bin_2850, 2.50, 2.55, 3.70, 3.75
q0_q3_bin_2851, 2.50, 2.55, 3.75, 3.80
q0_q3_bin_2852, 2.50, 2.55, 3.80, 3.85
q0_q3_bin_2853, 2.50, 2.55, 3.85, 3.90
q0_q3_bin_2854, 2.50, 2.55, 3.90, 4.40
q0_q3_bin_2855, 2.50, 2.55, 4.40, 4.90
q0_q3_bin_2856, 2.50, 2.55, 4.90, 5.00
q0_q3_bin_2857, 2.55, 2.60, 2.55, 2.60
q0_q3_bin_2858, 2.55, 2.60, 2.60, 2.65
q0_q3_bin_2859, 2.55, 2.60, 2.65, 2.70
q0_q3_bin_2860, 2.55, 2.60, 2.70, 2.75
q0_q3_bin_2861, 2.55, 2.60, 2.75, 2.80
q0_q3_bin_2862, 2.55, 2.60, 2.80, 2.85
q0_q3_bin_2863, 2.55, 2.60, 2.85, 2.90
q0_q3_bin_2864, 2.55, 2.60, 2.90, 2.95
q0_q3_bin_2865, 2.55, 2.60, 2.95, 3.00
q0_q3_bin_2866, 2.55, 2.60, 3.00, 3.05
q0_q3_bin_2867, 2.55, 2.60, 3.05, 3.10
q0_q3_bin_2868, 2.55, 2.60, 3.10, 3.15
q0_q3_bin_2869, 2.55, 2.60, 3.15, 3.20
q0_q3_bin_2870, 2.55, 2.60, 3.20, 3.25
q0_q3_bin_2871, 2.55, 2.60, 3.25, 3.30
q0_q3_bin_2872, 2.55, 2.60, 3.30, 3.35
q0_q3_bin_2873, 2.55, 2.60, 3.35, 3.40
q0_q3_bin_2874, 2.55, 2.60, 3.40, 3.45
q0_q3_bin_2875, 2.55, 2.60, 3.45, 3.50
q0_q3_bin_2876, 2.55, 2.60, 3.50, 3.55
q0_q3_bin_2877, 2.55, 2.60, 3.55, 3.60
q0_q3_bin_2878, 2.55, 2.60, 3.60, 3.65
q0_q3_bin_2879, 2.55, 2.60, 3.65, 3.70
q0_q3_bin_2880, 2.55, 2.60, 3.70, 3.75
q0_q3_bin_2881, 2.55, 2.60, 3.75, 3.80
q0_q3_bin_2882, 2.55, 2.60, 3.80, 3.85
q0_q3_bin_2883, 2.55, 2.60, 3.85, 3.90
q0_q3_bin_2884, 2.55, 2.60, 3.90, 4.40
q0_q3_bin_2885, 2.55, 2.60, 4.40, 4.90
q0_q3_bin_2886, 2.55, 2.60, 4.90, 5.00
q0_q3_bin_2887, 2.60, 2.65, 2.60, 2.65
q0_q3_bin_2888, 2.60, 2.65, 2.65, 2.70
q0_q3_bin_2889, 2.60, 2.65, 2.70, 2.75
q0_q3_bin_2890, 2.60, 2.65, 2.75, 2.80
q0_q3_bin_2891, 2.60, 2.65, 2.80, 2.85
q0_q3_bin_2892, 2.60, 2.65, 2.85, 2.90
q0_q3_bin_2893, 2.60, 2.65, 2.90, 2.95
q0_q3_bin_2894, 2.60, 2.65, 2.95, 3.00
q0_q3_bin_2895, 2.60, 2.65, 3.00, 3.05
q0_q3_bin_2896, 2.60, 2.65, 3.05, 3.10
q0_q3_bin_2897, 2.60, 2.65, 3.10, 3.15
q0_q3_bin_2898, 2.60, 2.65, 3.15, 3.20
q0_q3_bin_2899, 2.60, 2.65, 3.20, 3.25
q0_q3_bin_2900, 2.60, 2.65, 3.25, 3.30
q0_q3_bin_2901, 2.60, 2.65, 3.30, 3.35
q0_q3_bin_2902, 2.60, 2.65, 3.35, 3.40
q0_q3_bin_2903, 2.60, 2.65, 3.40, 3.45
q0_q3_bin_2904, 2.60, 2.65, 3.45, 3.50
q0_q3_bin_2905, 2.60, 2.65, 3.50, 3.55
q0_q3_bin_2906, 2.60, 2.65, 3.55, 3.60
q0_q3_bin_2907, 2.60, 2.65, 3.60, 3.65
q0_q3_bin_2908, 2.60, 2.65, 3.65, 3.70
q0_q3_bin_2909, 2.60, 2.65, 3.70, 3.75
q0_q3_bin_2910, 2.60, 2.65, 3.75, 3.80
q0_q3_bin_2911, 2.60, 2.65, 3.80, 3.85
q0_q3_bin_2912, 2.60, 2.65, 3.85, 3.90
q0_q3_bin_2913, 2.60, 2.65, 3.90, 4.40
q0_q3_bin_2914, 2.60, 2.65, 4.40, 4.90
q0_q3_bin_2915, 2.60, 2.65, 4.90, 5.00
q0_q3_bin_2916, 2.65, 2.70, 2.65, 2.70
q0_q3_bin_2917, 2.65, 2.70, 2.70, 2.75
q0_q3_bin_2918, 2.65, 2.70, 2.75, 2.80
q0_q3_bin_2919, 2.65, 2.70, 2.80, 2.85
q0_q3_bin_2920, 2.65, 2.70, 2.85, 2.90
q0_q3_bin_2921, 2.65, 2.70, 2.90, 2.95
q0_q3_bin_2922, 2.65, 2.70, 2.95, 3.00
q0_q3_bin_2923, 2.65, 2.70, 3.00, 3.05
q0_q3_bin_2924, 2.65, 2.70, 3.05, 3.10
q0_q3_bin_2925, 2.65, 2.70, 3.10, 3.15
q0_q3_bin_2926, 2.65, 2.70, 3.15, 3.20
q0_q3_bin_2927, 2.65, 2.70, 3.20, 3.25
q0_q3_bin_2928, 2.65, 2.70, 3.25, 3.30
q0_q3_bin_2929, 2.65, 2.70, 3.30, 3.35
q0_q3_bin_2930, 2.65, 2.70, 3.35, 3.40
q0_q3_bin_2931, 2.65, 2.70, 3.40, 3.45
q0_q3_bin_2932, 2.65, 2.70, 3.45, 3.50
q0_q3_bin_2933, 2.65, 2.70, 3.50, 3.55
q0_q3_bin_2934, 2.65, 2.70, 3.55, 3.60
q0_q3_bin_2935, 2.65, 2.70, 3.60, 3.65
q0_q3_bin_2936, 2.65, 2.70, 3.65, 3.70
q0_q3_bin_2937, 2.65, 2.70, 3.70, 3.75
q0_q3_bin_2938, 2.65, 2.70, 3.75, 3.80
q0_q3_bin_2939, 2.65, 2.70, 3.80, 3.85
q0_q3_bin_2940, 2.65, 2.70, 3.85, 3.90
q0_q3_bin_2941, 2.65, 2.70, 3.90, 4.40
q0_q3_bin_2942, 2.65, 2.70, 4.40, 4.90
q0_q3_bin_2943, 2.65, 2.70, 4.90, 5.00
q0_q3_bin_2944, 2.70, 2.75, 2.70, 2.75
q0_q3_bin_2945, 2.70, 2.75, 2.75, 2.80
q0_q3_bin_2946, 2.70, 2.75, 2.80, 2.85
q0_q3_bin_2947, 2.70, 2.75, 2.85, 2.90
q0_q3_bin_2948, 2.70, 2.75, 2.90, 2.95
q0_q3_bin_2949, 2.70, 2.75, 2.95, 3.00
q0_q3_bin_2950, 2.70, 2.75, 3.00, 3.05
q0_q3_bin_2951, 2.70, 2.75, 3.05, 3.10
q0_q3_bin_2952, 2.70, 2.75, 3.10, 3.15
q0_q3_bin_2953, 2.70, 2.75, 3.15, 3.20
q0_q3_bin_2954, 2.70, 2.75, 3.20, 3.25
q0_q3_bin_2955, 2.70, 2.75, 3.25, 3.30
q0_q3_bin_2956, 2.70, 2.75, 3.30, 3.35
q0_q3_bin_2957, 2.70, 2.75, 3.35, 3.40
q0_q3_bin_2958, 2.70, 2.75, 3.40, 3.45
q0_q3_bin_2959, 2.70, 2.75, 3.45, 3.50
q0_q3_bin_2960, 2.70, 2.75, 3.50, 3.55
q0_q3_bin_2961, 2.70, 2.75, 3.55, 3.60
q0_q3_bin_2962, 2.70, 2.75, 3.60, 3.65
q0_q3_bin_2963, 2.70, 2.75, 3.65, 3.70
q0_q3_bin_2964, 2.70, 2.75, 3.70, 3.75
q0_q3_bin_2965, 2.70, 2.75, 3.75, 3.80
q0_q3_bin_2966, 2.70, 2.75, 3.80, 3.85
q0_q3_bin_2967, 2.70, 2.75, 3.85, 3.90
q0_q3_bin_2968, 2.70, 2.75, 3.90, 4.40
q0_q3_bin_2969, 2.70, 2.75, 4.40, 4.90
q0_q3_bin_2970, 2.70, 2.75, 4.90, 5.00
q0_q3_bin_2971, 2.75, 2.80, 2.75, 2.80
q0_q3_bin_2972, 2.75, 2.80, 2.80, 2.85
q0_q3_bin_2973, 2.75, 2.80, 2.85, 2.90
q0_q3_bin_2974, 2.75, 2.80, 2.90, 2.95
q0_q3_bin_2975, 2.75, 2.80, 2.95, 3.00
q0_q3_bin_2976, 2.75, 2.80, 3.00, 3.05
q0_q3_bin_2977, 2.75, 2.80, 3.05, 3.10
q0_q3_bin_2978, 2.75, 2.80, 3.10, 3.15
q0_q3_bin_2979, 2.75, 2.80, 3.15, 3.20
q0_q3_bin_2980, 2.75, 2.80, 3.20, 3.25
q0_q3_bin_2981, 2.75, 2.80, 3.25, 3.30
q0_q3_bin_2982, 2.75, 2.80, 3.30, 3.35
q0_q3_bin_2983, 2.75, 2.80, 3.35, 3.40
q0_q3_bin_2984, 2.75, 2.80, 3.40, 3.45
q0_q3_bin_2985, 2.75, 2.80, 3.45, 3.50
q0_q3_bin_2986, 2.75, 2.80, 3.50, 3.55
q0_q3_bin_2987, 2.75, 2.80, 3.55, 3.60
q0_q3_bin_2988, 2.75, 2.80, 3.60, 3.65
q0_q3_bin_2989, 2.75, 2.80, 3.65, 3.70
q0_q3_bin_2990, 2.75, 2.80, 3.70, 3.75
q0_q3_bin_2991, 2.75, 2.80, 3.75, 3.80
q0_q3_bin_2992, 2.75, 2.80, 3.80, 3.85
q0_q3_bin_2993, 2.75, 2.80, 3.85, 3.90
q0_q3_bin_2994, 2.75, 2.80, 3.90, 4.40
q0_q3_bin_2995, 2.75, 2.80, 4.40, 4.90
q0_q3_bin_2996, 2.75, 2.80, 4.90, 5.00
q0_q3_bin_2997, 2.80, 2.85, 2.80, 2.85
q0_q3_bin_2998, 2.80, 2.85, 2.85, 2.90
q0_q3_bin_2999, 2.80, 2.85, 2.90, 2.95
q0_q3_bin_3000, 2.80, 2.85, 2.95, 3.00
q0_q3_bin_3001, 2.80, 2.85, 3.00, 3.05
q0_q3_bin_3002, 2.80, 2.85, 3.05, 3.10
q0_q3_bin_3003, 2.80, 2.85, 3.10, 3.15
q0_q3_bin_3004, 2.80, 2.85, 3.15, 3.20
q0_q3_bin_3005, 2.80, 2.85, 3.20, 3.25
q0_q3_bin_3006, 2.80, 2.85, 3.25, 3.30
q0_q3_bin_3007, 2.80, 2.85, 3.30, 3.35
q0_q3_bin_3008, 2.80, 2.85, 3.35, 3.40
q0_q3_bin_3009, 2.80, 2.85, 3.40, 3.45
